Facility GHGRP ID No. / Installation No d'identification du PDGES,Reference Year / Année de référence,Facility Name / Nom de l'installation,Facility Province or Territory / Province ou territoire de l'installation,English Facility NAICS Code Description / Description du code SCIAN de l'installation en anglais,Emission Source / Source d'emission,CO2 (tonnes),Total Emissions from Source (tonnes CO2e) / Émissions totales de la Source (tonnes éq. CO2),Total Facility Emissions (tonnes CO2e) / Émissions totales de l'installation (tonnes éq. CO2)
G12569,2022,Kakwa 05-25-063-04W6,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,0.5,465.3,14714
G12569,2022,Kakwa 05-25-063-04W6,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,10546.6,13158.6,14714
G12571,2022,City of North Battleford Waste Management Facility,Saskatchewan,Waste Treatment and Disposal,Stationary Fuel Combustion / Combustion stationnaire de combustibles,6.77,6.77,12671.6721
G12571,2022,City of North Battleford Waste Management Facility,Saskatchewan,Waste Treatment and Disposal,On-site Transportation / Transport sur le site,119.29,119.6321,12671.6721
G12571,2022,City of North Battleford Waste Management Facility,Saskatchewan,Waste Treatment and Disposal,Waste / Déchets,0,12545.27,12671.6721
G12573,2022,04-08 Blue Rapids,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,13.8975,16.76145,24680.43007
G12573,2022,04-08 Blue Rapids,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,0.15962,257.6619,24680.43007
G12573,2022,04-08 Blue Rapids,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,16187.6041,24255.24626,24680.43007
G12573,2022,04-08 Blue Rapids,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,3.01622,150.76046,24680.43007
G12574,2022,Turin 14-04,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,191.1478,216.69634,17272.83667
G12574,2022,Turin 14-04,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,0.00586,39.62726,17272.83667
G12574,2022,Turin 14-04,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,16686.00673,17006.77353,17272.83667
G12574,2022,Turin 14-04,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,0.16354,9.73954,17272.83667
G12575,2022,Belden Canada,Ontario,Communication and Energy Wire and Cable Manufacturing,Stationary Fuel Combustion / Combustion stationnaire de combustibles,17862,18328.13,18328.13
G12576,2022,RRX Smiley GP 09-30,Saskatchewan,Oil and gas extraction (except oil sands),Flaring / Torchage,2310.31602,2680.40592,10248.08059
G12576,2022,RRX Smiley GP 09-30,Saskatchewan,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,7088.97974,7126.75511,10248.08059
G12576,2022,RRX Smiley GP 09-30,Saskatchewan,Oil and gas extraction (except oil sands),Venting / Évacuation,1.627,440.91956,10248.08059
G12577,2022,Blue Trail Wind Farm,Alberta,Other Electric Power Generation,On-site Transportation / Transport sur le site,10.506698,10.638132,10.638132
G12578,2022,Summerview 2 Wind Farm,Alberta,Other Electric Power Generation,On-site Transportation / Transport sur le site,26.275708,26.691616,26.691616
G12579,2022,Fonderie Laperle,Quebec,Iron Foundries,Stationary Fuel Combustion / Combustion stationnaire de combustibles,380.12,387.443,508.11
G12579,2022,Fonderie Laperle,Quebec,Iron Foundries,Industrial Processes / Procédés industriels,13.01,13.01,508.11
G12579,2022,Fonderie Laperle,Quebec,Iron Foundries,On-site Transportation / Transport sur le site,100.75,107.657,508.11
G12580,2022,Swimming 16-11-052-07W4 Pad,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,1308.53,1418.09922,2584.19593
G12580,2022,Swimming 16-11-052-07W4 Pad,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,1007.73,1092.11075,2584.19593
G12580,2022,Swimming 16-11-052-07W4 Pad,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,68.269,73.98596,2584.19593
G12581,2022,Extrusion North America - Mississauga,Ontario,"Aluminum Rolling, Drawing, Extruding and Alloying",Stationary Fuel Combustion / Combustion stationnaire de combustibles,4864,4888.92,4888.92
G12582,2022,Humber Treatment Plant,Ontario,Sewage Treatment Facilities,Flaring / Torchage,0,994.444345,34416.37682
G12582,2022,Humber Treatment Plant,Ontario,Sewage Treatment Facilities,Stationary Fuel Combustion / Combustion stationnaire de combustibles,4777.9,5368.027478,34416.37682
G12582,2022,Humber Treatment Plant,Ontario,Sewage Treatment Facilities,Wastewater / Eaux usées,0,28053.905,34416.37682
G12583,2022,Saskatoon Processing Company,Saskatchewan,Rendering and Meat Processing from Carcasses,Stationary Fuel Combustion / Combustion stationnaire de combustibles,8021.75,8063.33,8063.33
G12584,2022,Instow UMO Processing Facility,Saskatchewan,Other Petroleum and Coal Products Manufacturing,Flaring / Torchage,6126.0538,6132.0849,9995.7829
G12584,2022,Instow UMO Processing Facility,Saskatchewan,Other Petroleum and Coal Products Manufacturing,Stationary Fuel Combustion / Combustion stationnaire de combustibles,3805.6673,3844.8321,9995.7829
G12584,2022,Instow UMO Processing Facility,Saskatchewan,Other Petroleum and Coal Products Manufacturing,On-site Transportation / Transport sur le site,0.9728,0.9728,9995.7829
G12584,2022,Instow UMO Processing Facility,Saskatchewan,Other Petroleum and Coal Products Manufacturing,Venting / Évacuation,17.6546,17.873,9995.7829
G12584,2022,Instow UMO Processing Facility,Saskatchewan,Other Petroleum and Coal Products Manufacturing,Wastewater / Eaux usées,0.0201,0.0201,9995.7829
G12585,2022,City of Weyburn Landfill,Saskatchewan,Waste Treatment and Disposal,On-site Transportation / Transport sur le site,127.49893,127.85764,10014.65814
G12585,2022,City of Weyburn Landfill,Saskatchewan,Waste Treatment and Disposal,Waste / Déchets,0,9886.8005,10014.65814
G12586,2022,Waskahigan 15-07-064-23 W5M,Alberta,Conventional Oil and Gas Extraction,Flaring / Torchage,18.1594,21.90184,10034.53581
G12586,2022,Waskahigan 15-07-064-23 W5M,Alberta,Conventional Oil and Gas Extraction,Leakage / Fuites,0.09824,158.65692,10034.53581
G12586,2022,Waskahigan 15-07-064-23 W5M,Alberta,Conventional Oil and Gas Extraction,Stationary Fuel Combustion / Combustion stationnaire de combustibles,6343.94518,7155.9637,10034.53581
G12586,2022,Waskahigan 15-07-064-23 W5M,Alberta,Conventional Oil and Gas Extraction,Venting / Évacuation,7.85511,2698.01335,10034.53581
G12587,2022,AG20 ABBT0086644 GHOST PINE 13-15,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,183.7,183.7,10210.2
G12587,2022,AG20 ABBT0086644 GHOST PINE 13-15,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,7753.1,8545.3,10210.2
G12587,2022,AG20 ABBT0086644 GHOST PINE 13-15,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,0,1481.2,10210.2
G12588,2022,Countess Gathering System 10-20-018-15W4 (2),Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,7547.569,9885.52042,10074.95412
G12588,2022,Countess Gathering System 10-20-018-15W4 (2),Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,0.0599,189.4337,10074.95412
G12589,2022,Hamilton Confectionary Plant,Ontario,Non-Chocolate Confectionery Manufacturing,Stationary Fuel Combustion / Combustion stationnaire de combustibles,10028.53,10078.72439,10078.72439
G12590,2022,Rosemary Gathering System 08-21-021-15W,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,4.3339,4.91391,10156.0715
G12590,2022,Rosemary Gathering System 08-21-021-15W,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,7747.017,10151.15759,10156.0715
G12591,2022,East Coulee Compressor Station 04-01-028-18W4,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,8315.537,9378.32865,10175.28165
G12591,2022,East Coulee Compressor Station 04-01-028-18W4,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,0.353,796.953,10175.28165
G12592,2022,Wapiti Gas Battery 01-31,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,814.7732,923.66951,10194.8836
G12592,2022,Wapiti Gas Battery 01-31,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,0.00568,9.17988,10194.8836
G12592,2022,Wapiti Gas Battery 01-31,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,8626.592,8671.5954,10194.8836
G12592,2022,Wapiti Gas Battery 01-31,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,0.25145,590.43881,10194.8836
G12593,2022,ABBT9190044,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,9351.3107,9400.16698,10367.03416
G12593,2022,ABBT9190044,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,0.96182,966.86718,10367.03416
G12594,2022,TAQA East Crossfield D Gas 09-14 BT 815,Alberta,Conventional Oil and Gas Extraction,Stationary Fuel Combustion / Combustion stationnaire de combustibles,9513.39,10309.9886,10396.4393
G12594,2022,TAQA East Crossfield D Gas 09-14 BT 815,Alberta,Conventional Oil and Gas Extraction,Venting / Évacuation,0.0567,86.4507,10396.4393
G12595,2022,Lakeview - Williams Lake,British Columbia,Sawmills (except Shingle and Shake Mills),Stationary Fuel Combustion / Combustion stationnaire de combustibles,5390.7789,5605.2643,10449.8167
G12595,2022,Lakeview - Williams Lake,British Columbia,Sawmills (except Shingle and Shake Mills),On-site Transportation / Transport sur le site,1694.1534,1698.7832,10449.8167
G12595,2022,Lakeview - Williams Lake,British Columbia,Sawmills (except Shingle and Shake Mills),Waste / Déchets,0,3145.7692,10449.8167
G12596,2022,ABBT0125576,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,10272.737,10326.32811,10472.42776
G12596,2022,ABBT0125576,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,0.00545,146.09965,10472.42776
G12597,2022,Berland River West Gas Battery 07-16,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,1229.459,1393.7796,10595.32368
G12597,2022,Berland River West Gas Battery 07-16,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,0.08774,99.63446,10595.32368
G12597,2022,Berland River West Gas Battery 07-16,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,6698.983,7540.99112,10595.32368
G12597,2022,Berland River West Gas Battery 07-16,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,293.75498,1560.9185,10595.32368
G12598,2022,MBBT0000106 Oil MWB 08-16-007-29W1,Manitoba,Oil and gas extraction (except oil sands),Leakage / Fuites,1.72433,247.54529,10603.22346
G12598,2022,MBBT0000106 Oil MWB 08-16-007-29W1,Manitoba,Oil and gas extraction (except oil sands),Venting / Évacuation,72.13469,10355.67817,10603.22346
G12599,2022,SURGE VALHALLA 6-31-74-8 W6,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,0.03795,20.419318,10657.69147
G12599,2022,SURGE VALHALLA 6-31-74-8 W6,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,9577.494662,10503.11295,10657.69147
G12599,2022,SURGE VALHALLA 6-31-74-8 W6,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,0.249337,134.159197,10657.69147
G12600,2022,ABCS0037279,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,154.6518,175.32099,10723.22972
G12600,2022,ABCS0037279,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,9118.921,10284.39184,10723.22972
G12600,2022,ABCS0037279,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,0.16317,263.51689,10723.22972
G12601,2022,Ojay Comp Stn A-065-A,British Columbia,Oil and gas extraction (except oil sands),Leakage / Fuites,0.11,28.67,10774.95
G12601,2022,Ojay Comp Stn A-065-A,British Columbia,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,8225.27,9052.84,10774.95
G12601,2022,Ojay Comp Stn A-065-A,British Columbia,Oil and gas extraction (except oil sands),Venting / Évacuation,18.76,1693.44,10774.95
G12602,2022,SC 13-07 Run Oil MWB 13-07-063-21W4,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,6357.147,7206.79235,10857.8594
G12602,2022,SC 13-07 Run Oil MWB 13-07-063-21W4,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,0.27931,259.71555,10857.8594
G12602,2022,SC 13-07 Run Oil MWB 13-07-063-21W4,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,3245.35045,3391.3515,10857.8594
G12603,2022,ABGS0002924,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,8250.064,10665.58895,10873.82291
G12603,2022,ABGS0002924,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,0.11948,208.23396,10873.82291
G12604,2022,Lodgepole 13-35-47-10w5,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,152.7696,173.7315,10887.7689
G12604,2022,Lodgepole 13-35-47-10w5,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,0,359.0804,10887.7689
G12604,2022,Lodgepole 13-35-47-10w5,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,9178.2528,10190.4185,10887.7689
G12604,2022,Lodgepole 13-35-47-10w5,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,0.0077,164.5385,10887.7689
G12605,2022,Kakwa Comp Stn 01-06,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,0.68555,1078.20619,10899.31639
G12605,2022,Kakwa Comp Stn 01-06,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,4865.09796,5134.9836,10899.31639
G12605,2022,Kakwa Comp Stn 01-06,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,1.9842,4686.1266,10899.31639
G12606,2022,"Uniboard Canad inc, usine Val-d'Or",Quebec,Particle Board and Fibreboard Mills,Industrial Processes / Procédés industriels,9718.96,9769.00315,10945.88215
G12606,2022,"Uniboard Canad inc, usine Val-d'Or",Quebec,Particle Board and Fibreboard Mills,On-site Transportation / Transport sur le site,1071.55,1176.879,10945.88215
G12607,2022,Inga 10-19-87-23 W6,British Columbia,Oil and gas extraction (except oil sands),Flaring / Torchage,1407.410778,1574.985001,10987.04402
G12607,2022,Inga 10-19-87-23 W6,British Columbia,Oil and gas extraction (except oil sands),Leakage / Fuites,0.405472,899.487684,10987.04402
G12607,2022,Inga 10-19-87-23 W6,British Columbia,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,7710.686903,8462.853797,10987.04402
G12607,2022,Inga 10-19-87-23 W6,British Columbia,Oil and gas extraction (except oil sands),Venting / Évacuation,0.022412,49.71754,10987.04402
G12608,2022,Big River Sawmill,Saskatchewan,Sawmills (except Shingle and Shake Mills),Stationary Fuel Combustion / Combustion stationnaire de combustibles,9432.01,9477.371,11066.07045
G12608,2022,Big River Sawmill,Saskatchewan,Sawmills (except Shingle and Shake Mills),On-site Transportation / Transport sur le site,1584.35923,1588.69945,11066.07045
G12609,2022,ABBT0064693,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,774.63191,778.69157,11080.28152
G12609,2022,ABBT0064693,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,6.37859,10301.58995,11080.28152
G12610,2022,ABGS0002211,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,2.0529,2.32646,11173.62656
G12610,2022,ABGS0002211,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,8468.618,11150.9778,11173.62656
G12610,2022,ABGS0002211,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,0.00242,20.3223,11173.62656
G12611,2022,East York Bakery,Ontario,Cookie and Cracker Manufacturing,Stationary Fuel Combustion / Combustion stationnaire de combustibles,11152.35,11208.16993,11208.16993
G12612,2022,NIPISI 09-34-76-07 W5,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,4772.9741,5519.6829,11263.7513
G12612,2022,NIPISI 09-34-76-07 W5,Alberta,Oil and gas extraction (except oil sands),Leakage / Fuites,0.0107,17.3903,11263.7513
G12612,2022,NIPISI 09-34-76-07 W5,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,5121.0503,5554.7809,11263.7513
G12612,2022,NIPISI 09-34-76-07 W5,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,0.1312,171.8972,11263.7513
G12613,2022,Apache Willesden Green 11-19 GGS,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,10063.5588,10975.3992,11302.0908
G12613,2022,Apache Willesden Green 11-19 GGS,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,0.4804,326.6916,11302.0908
G12614,2022,ConAgra DMAT ULC,Ontario,"Fruit and Vegetable Canning, Pickling and Drying",Stationary Fuel Combustion / Combustion stationnaire de combustibles,11270.15,11330.15977,11330.15977
G12615,2022,John Lake Oil MWB 10-35-055-02W4,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,5965.87177,5996.99634,11427.4682
G12615,2022,John Lake Oil MWB 10-35-055-02W4,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,227.45894,5430.47186,11427.4682
G12616,2022,Lookout Butte 4-13,Alberta,Oil and gas extraction (except oil sands),Flaring / Torchage,529.4064,632.747256,11510.5049
G12616,2022,Lookout Butte 4-13,Alberta,Oil and gas extraction (except oil sands),Stationary Fuel Combustion / Combustion stationnaire de combustibles,8247.11,10464.53,11510.5049
G12616,2022,Lookout Butte 4-13,Alberta,Oil and gas extraction (except oil sands),Venting / Évacuation,0,413.22764,11510.5049
